Date,Region,Cases_day_before,Current_cases,Cases_last_24h,Hospital_all_patients,Hospital_only_COVID-19,Hospital_serious,Deceased
2020-05-26,Eisenach,28,28,0,14,11,2,2
2020-05-26,Erfurt,136,136,0,19,10,1,2
2020-05-26,Gera,217,221,4,47,18,1,13
2020-05-26,Jena,159,159,0,16,11,5,3
2020-05-26,Suhl,17,17,0,6,4,2,2
2020-05-26,Weimar,68,68,0,11,8,1,0
2020-05-26,Summe:,2871,2881,10,600,374,89,155
2020-05-27,Altenburger Land,64,65,1,13,7,4,3
2020-05-27,Eichsfeld,151,151,0,31,25,7,8
2020-05-27,Gotha,281,285,4,66,42,12,29
2020-05-27,Greiz,610,615,5,159,104,22,45
2020-05-27,Hildburghausen,42,42,0,11,2,3,1
2020-05-27,Ilm-Kreis,130,133,3,16,11,6,4
2020-05-27,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-05-27,Nordhausen,61,61,0,19,17,9,2
2020-05-27,Saale-Holzland-Kreis,69,70,1,17,5,1,3
2020-05-27,Saale-Orla-Kreis,144,146,2,35,29,2,12
2020-05-27,Saalfeld-Rudolstadt,69,69,0,13,7,0,0
2020-05-27,Schmalkalden-Meiningen,123,125,2,24,4,2,3
2020-05-27,Sömmerda,37,37,0,4,4,1,1
2020-05-27,Sonneberg,209,209,0,37,17,3,14
2020-05-27,Unstrut-Hainich-Kreis,77,78,1,21,18,2,3
2020-05-27,Wartburgkreis,67,71,4,9,8,3,2
2020-05-27,Weimarer Land,73,73,0,12,10,0,4
2020-05-27,Eisenach,28,28,0,14,11,2,2
2020-05-27,Erfurt,136,136,0,19,10,1,2
2020-05-27,Gera,221,226,5,50,18,1,14
2020-05-27,Jena,159,159,0,16,11,5,3
2020-05-27,Suhl,17,18,1,6,4,2,2
2020-05-27,Weimar,68,68,0,11,8,1,0
2020-05-27,Summe:,2881,2910,29,607,376,90,157
2020-05-28,Altenburger Land,65,66,1,13,7,4,3
2020-05-28,Eichsfeld,151,151,0,31,25,7,8
2020-05-28,Gotha,285,292,7,66,42,12,30
2020-05-28,Greiz,615,619,4,159,104,22,45
2020-05-28,Hildburghausen,42,42,0,11,2,3,1
2020-05-28,Ilm-Kreis,133,135,2,16,11,6,4
2020-05-28,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-05-28,Nordhausen,61,61,0,19,17,9,2
2020-05-28,Saale-Holzland-Kreis,70,70,0,17,5,1,3
2020-05-28,Saale-Orla-Kreis,146,146,0,35,29,2,12
2020-05-28,Saalfeld-Rudolstadt,69,70,1,13,7,0,0
2020-05-28,Schmalkalden-Meiningen,125,128,3,24,4,2,3
2020-05-28,Sömmerda,37,37,0,4,4,1,1
2020-05-28,Sonneberg,209,217,8,37,17,3,14
2020-05-28,Unstrut-Hainich-Kreis,78,78,0,21,18,2,3
2020-05-28,Wartburgkreis,71,72,1,9,8,3,2
2020-05-28,Weimarer Land,73,73,0,12,10,0,4
2020-05-28,Eisenach,28,28,0,14,11,2,2
2020-05-28,Erfurt,136,137,1,19,10,1,2
2020-05-28,Gera,226,229,3,51,19,1,14
2020-05-28,Jena,159,159,0,16,11,5,3
2020-05-28,Suhl,18,18,0,6,4,2,2
2020-05-28,Weimar,68,68,0,11,8,1,0
2020-05-28,Summe:,2910,2941,31,608,377,90,158
2020-05-29,Altenburger Land,66,70,4,14,7,4,3
2020-05-29,Eichsfeld,151,152,1,32,26,7,8
2020-05-29,Gotha,292,297,5,67,43,12,30
2020-05-29,Greiz,619,620,1,159,104,22,45
2020-05-29,Hildburghausen,42,42,0,11,2,3,1
2020-05-29,Ilm-Kreis,135,136,1,16,11,6,4
2020-05-29,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-05-29,Nordhausen,61,61,0,19,17,9,2
2020-05-29,Saale-Holzland-Kreis,70,71,1,17,5,1,3
2020-05-29,Saale-Orla-Kreis,146,148,2,36,30,2,12
2020-05-29,Saalfeld-Rudolstadt,70,71,1,13,7,0,0
2020-05-29,Schmalkalden-Meiningen,128,129,1,24,4,2,3
2020-05-29,Sömmerda,37,37,0,4,4,1,1
2020-05-29,Sonneberg,217,217,0,37,17,3,14
2020-05-29,Unstrut-Hainich-Kreis,78,78,0,22,19,4,4
2020-05-29,Wartburgkreis,72,72,0,9,8,3,2
2020-05-29,Weimarer Land,73,73,0,12,10,0,4
2020-05-29,Eisenach,28,28,0,14,11,2,2
2020-05-29,Erfurt,137,137,0,19,10,1,2
2020-05-29,Gera,229,231,2,51,19,1,14
2020-05-29,Jena,159,159,0,16,11,5,3
2020-05-29,Suhl,18,19,1,6,4,2,2
2020-05-29,Weimar,68,68,0,11,8,1,0
2020-05-29,Summe:,2941,2961,20,613,381,92,159
2020-05-30,Altenburger Land,70,71,1,14,7,4,3
2020-05-30,Eichsfeld,152,154,2,33,27,7,8
2020-05-30,Gotha,297,297,0,67,43,12,30
2020-05-30,Greiz,620,622,2,160,104,23,45
2020-05-30,Hildburghausen,42,45,3,11,2,3,1
2020-05-30,Ilm-Kreis,136,136,0,16,11,6,5
2020-05-30,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-05-30,Nordhausen,61,61,0,19,17,9,2
2020-05-30,Saale-Holzland-Kreis,71,71,0,17,5,1,3
2020-05-30,Saale-Orla-Kreis,148,148,0,36,30,2,12
2020-05-30,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-05-30,Schmalkalden-Meiningen,129,129,0,24,4,2,3
2020-05-30,Sömmerda,37,37,0,4,4,1,1
2020-05-30,Sonneberg,217,220,3,39,18,3,14
2020-05-30,Unstrut-Hainich-Kreis,78,79,1,23,19,4,4
2020-05-30,Wartburgkreis,72,72,0,9,8,3,2
2020-05-30,Weimarer Land,73,73,0,12,10,0,4
2020-05-30,Eisenach,28,28,0,14,11,2,2
2020-05-30,Erfurt,137,137,0,19,10,1,2
2020-05-30,Gera,231,235,4,54,19,1,16
2020-05-30,Jena,159,159,0,16,11,5,3
2020-05-30,Suhl,19,19,0,6,4,2,2
2020-05-30,Weimar,68,68,0,11,8,1,0
2020-05-30,Summe:,2961,2977,16,621,383,93,162
2020-06-01,Altenburger Land,71,71,0,14,7,4,3
2020-06-01,Eichsfeld,154,157,3,34,28,7,8
2020-06-01,Gotha,297,297,0,67,43,12,30
2020-06-01,Greiz,622,624,2,160,104,23,45
2020-06-01,Hildburghausen,45,45,0,11,2,3,1
2020-06-01,Ilm-Kreis,136,136,0,16,11,6,5
2020-06-01,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-01,Nordhausen,61,61,0,19,17,9,2
2020-06-01,Saale-Holzland-Kreis,71,71,0,17,5,1,3
2020-06-01,Saale-Orla-Kreis,148,148,0,36,30,2,12
2020-06-01,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-01,Schmalkalden-Meiningen,131,132,1,24,4,2,3
2020-06-01,Sömmerda,37,37,0,4,4,1,1
2020-06-01,Sonneberg,220,220,23,43,22,3,14
2020-06-01,Unstrut-Hainich-Kreis,81,81,0,24,19,4,4
2020-06-01,Wartburgkreis,72,72,0,9,8,3,2
2020-06-01,Weimarer Land,73,73,0,12,10,0,4
2020-06-01,Eisenach,28,28,0,14,11,2,2
2020-06-01,Erfurt,137,137,0,19,10,1,2
2020-06-01,Gera,240,240,0,54,19,1,16
2020-06-01,Jena,159,159,0,16,11,5,3
2020-06-01,Suhl,19,19,0,6,4,2,2
2020-06-01,Weimar,68,68,0,11,8,1,0
2020-06-01,Summe:,2986,3015,29,627,388,93,162
2020-06-02,Altenburger Land,71,71,0,14,7,4,3
2020-06-02,Eichsfeld,154,157,0,34,28,8,9
2020-06-02,Gotha,297,297,0,67,43,12,30
2020-06-02,Greiz,624,625,1,160,104,23,45
2020-06-02,Hildburghausen,45,46,1,12,2,3,1
2020-06-02,Ilm-Kreis,136,136,0,16,11,6,5
2020-06-02,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-02,Nordhausen,61,61,0,19,17,9,2
2020-06-02,Saale-Holzland-Kreis,71,71,0,17,5,1,3
2020-06-02,Saale-Orla-Kreis,148,149,1,35,30,2,12
2020-06-02,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-02,Schmalkalden-Meiningen,132,133,1,25,5,2,3
2020-06-02,Sömmerda,37,37,0,4,4,1,1
2020-06-02,Sonneberg,243,243,0,43,22,3,14
2020-06-02,Unstrut-Hainich-Kreis,81,81,0,24,19,4,4
2020-06-02,Wartburgkreis,72,72,0,9,8,3,2
2020-06-02,Weimarer Land,73,73,0,12,10,0,4
2020-06-02,Eisenach,28,28,0,14,11,2,2
2020-06-02,Erfurt,137,138,1,19,10,1,2
2020-06-02,Gera,240,240,0,54,19,1,16
2020-06-02,Jena,159,159,0,16,11,5,3
2020-06-02,Suhl,19,19,0,6,4,2,2
2020-06-02,Weimar,68,68,0,11,8,1,0
2020-06-02,Summe:,3015,3020,5,628,389,94,163
2020-06-03,Altenburger Land,71,71,0,14,7,4,3
2020-06-03,Eichsfeld,157,157,0,34,28,8,9
2020-06-03,Gotha,297,297,0,67,43,12,30
2020-06-03,Greiz,625,625,0,160,104,23,45
2020-06-03,Hildburghausen,46,46,0,12,2,3,1
2020-06-03,Ilm-Kreis,136,136,0,16,11,6,5
2020-06-03,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-03,Nordhausen,61,61,0,19,17,9,2
2020-06-03,Saale-Holzland-Kreis,71,71,0,17,5,1,3
2020-06-03,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-03,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-03,Schmalkalden-Meiningen,133,134,1,26,6,2,3
2020-06-03,Sömmerda,37,37,0,4,4,1,1
2020-06-03,Sonneberg,243,245,2,44,23,4,16
2020-06-03,Unstrut-Hainich-Kreis,81,81,0,24,19,4,4
2020-06-03,Wartburgkreis,72,73,1,9,8,3,2
2020-06-03,Weimarer Land,73,73,0,12,10,0,4
2020-06-03,Eisenach,28,28,0,14,11,2,2
2020-06-03,Erfurt,138,138,0,19,10,1,2
2020-06-03,Gera,240,240,0,54,19,1,17
2020-06-03,Jena,159,159,0,16,11,5,3
2020-06-03,Suhl,19,19,0,6,4,2,2
2020-06-03,Weimar,68,68,0,11,8,1,0
2020-06-03,Summe:,3020,3024,4,630,390,95,166
2020-06-04,Altenburger Land,71,71,0,14,7,4,3
2020-06-04,Eichsfeld,157,157,0,34,28,8,9
2020-06-04,Gotha,297,298,1,67,43,12,30
2020-06-04,Greiz,625,625,0,160,104,23,45
2020-06-04,Hildburghausen,46,55,9,14,2,3,1
2020-06-04,Ilm-Kreis,136,136,0,16,11,6,6
2020-06-04,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-04,Nordhausen,61,62,1,19,17,9,2
2020-06-04,Saale-Holzland-Kreis,71,71,0,17,5,1,3
2020-06-04,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-04,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-04,Schmalkalden-Meiningen,134,135,1,27,7,2,3
2020-06-04,Sömmerda,37,37,0,4,4,1,1
2020-06-04,Sonneberg,245,245,0,44,23,4,16
2020-06-04,Unstrut-Hainich-Kreis,81,82,1,24,19,4,4
2020-06-04,Wartburgkreis,73,73,0,9,8,3,2
2020-06-04,Weimarer Land,73,73,0,12,10,0,4
2020-06-04,Eisenach,28,28,0,14,11,2,2
2020-06-04,Erfurt,138,138,0,19,10,1,2
2020-06-04,Gera,240,245,5,54,19,1,18
2020-06-04,Jena,159,160,1,16,11,5,3
2020-06-04,Suhl,19,19,0,6,4,2,2
2020-06-04,Weimar,68,68,0,11,8,1,0
2020-06-04,Summe:,3024,3043,19,633,391,95,168
2020-06-05,Altenburger Land,71,71,0,14,7,4,3
2020-06-05,Eichsfeld,157,158,1,35,29,8,9
2020-06-05,Gotha,298,299,1,67,43,12,30
2020-06-05,Greiz,625,625,0,163,106,23,45
2020-06-05,Hildburghausen,55,55,0,14,2,3,1
2020-06-05,Ilm-Kreis,136,136,0,16,11,6,6
2020-06-05,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-05,Nordhausen,62,62,0,20,18,10,2
2020-06-05,Saale-Holzland-Kreis,71,72,1,17,5,1,3
2020-06-05,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-05,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-05,Schmalkalden-Meiningen,135,138,3,27,7,2,3
2020-06-05,Sömmerda,37,37,0,4,4,1,1
2020-06-05,Sonneberg,245,245,0,44,23,4,16
2020-06-05,Unstrut-Hainich-Kreis,82,82,0,24,19,4,4
2020-06-05,Wartburgkreis,73,75,2,10,8,3,2
2020-06-05,Weimarer Land,73,73,0,12,10,0,4
2020-06-05,Eisenach,28,28,0,14,11,2,2
2020-06-05,Erfurt,138,138,0,19,10,1,2
2020-06-05,Gera,245,247,2,55,19,1,18
2020-06-05,Jena,160,160,0,17,11,5,3
2020-06-05,Suhl,19,19,0,6,4,2,2
2020-06-05,Weimar,68,68,0,11,8,1,0
2020-06-05,Summe:,3043,3053,10,641,395,96,168
2020-06-06,Altenburger Land,71,71,0,14,7,4,3
2020-06-06,Eichsfeld,158,158,0,35,29,8,9
2020-06-06,Gotha,299,299,2,67,43,12,30
2020-06-06,Greiz,625,625,0,163,106,23,46
2020-06-06,Hildburghausen,55,56,1,14,2,3,1
2020-06-06,Ilm-Kreis,136,136,0,16,11,6,6
2020-06-06,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-06,Nordhausen,62,64,2,21,18,10,2
2020-06-06,Saale-Holzland-Kreis,72,72,0,17,5,1,3
2020-06-06,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-06,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-06,Schmalkalden-Meiningen,138,138,0,27,7,2,3
2020-06-06,Sömmerda,37,37,0,4,4,1,1
2020-06-06,Sonneberg,245,258,13,45,23,4,17
2020-06-06,Unstrut-Hainich-Kreis,82,83,1,24,19,4,3
2020-06-06,Wartburgkreis,75,75,0,10,8,3,2
2020-06-06,Weimarer Land,73,74,1,12,10,0,4
2020-06-06,Eisenach,28,28,0,14,11,2,2
2020-06-06,Erfurt,138,138,0,19,10,1,2
2020-06-06,Gera,247,251,4,55,19,1,19
2020-06-06,Jena,160,160,0,17,11,5,3
2020-06-06,Suhl,19,19,0,6,4,2,2
2020-06-06,Weimar,68,68,0,11,8,1,0
2020-06-06,Summe:,3053,3077,24,643,395,96,170
2020-06-07,Altenburger Land,71,71,0,14,7,4,3
2020-06-07,Eichsfeld,158,158,0,35,29,8,9
2020-06-07,Gotha,301,301,0,67,43,12,30
2020-06-07,Greiz,625,625,0,163,106,23,46
2020-06-07,Hildburghausen,55,56,0,14,2,3,1
2020-06-07,Ilm-Kreis,136,136,0,16,11,6,6
2020-06-07,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-07,Nordhausen,64,64,0,21,18,10,2
2020-06-07,Saale-Holzland-Kreis,72,72,0,17,5,1,3
2020-06-07,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-07,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-07,Schmalkalden-Meiningen,138,139,1,27,7,2,3
2020-06-07,Sömmerda,37,37,0,4,4,1,1
2020-06-07,Sonneberg,258,258,0,45,23,4,17
2020-06-07,Unstrut-Hainich-Kreis,83,84,1,24,19,4,3
2020-06-07,Wartburgkreis,75,75,0,10,8,3,2
2020-06-07,Weimarer Land,74,74,0,12,10,0,4
2020-06-07,Eisenach,28,28,0,14,11,2,2
2020-06-07,Erfurt,138,138,0,19,10,1,2
2020-06-07,Gera,251,251,0,55,19,1,19
2020-06-07,Jena,160,160,0,17,11,5,3
2020-06-07,Suhl,19,19,0,6,4,2,2
2020-06-07,Weimar,68,68,0,11,8,1,0
2020-06-07,Summe:,3077,3079,2,643,395,96,170
2020-06-08,Altenburger Land,71,71,0,14,7,4,3
2020-06-08,Eichsfeld,158,158,0,35,29,8,9
2020-06-08,Gotha,301,305,4,67,43,12,30
2020-06-08,Greiz,625,625,0,163,106,23,46
2020-06-08,Hildburghausen,56,56,0,14,2,3,1
2020-06-08,Ilm-Kreis,136,136,0,16,11,6,6
2020-06-08,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-08,Nordhausen,64,64,0,21,18,10,2
2020-06-08,Saale-Holzland-Kreis,72,72,0,17,5,1,3
2020-06-08,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-08,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-08,Schmalkalden-Meiningen,139,139,0,27,7,2,3
2020-06-08,Sömmerda,37,37,0,4,4,1,1
2020-06-08,Sonneberg,258,258,0,45,23,4,17
2020-06-08,Unstrut-Hainich-Kreis,84,85,1,25,20,4,3
2020-06-08,Wartburgkreis,75,76,1,10,8,3,2
2020-06-08,Weimarer Land,74,74,0,12,10,0,4
2020-06-08,Eisenach,28,29,1,14,11,2,2
2020-06-08,Erfurt,138,138,0,19,10,1,2
2020-06-08,Gera,251,252,1,55,19,1,19
2020-06-08,Jena,160,160,0,17,11,5,3
2020-06-08,Suhl,19,19,0,6,4,2,2
2020-06-08,Weimar,68,68,0,11,8,1,0
2020-06-08,Summe:,3079,3087,8,644,396,96,170
2020-06-09,Altenburger Land,71,72,1,14,7,4,3
2020-06-09,Eichsfeld,158,158,0,35,29,8,9
2020-06-09,Gotha,305,305,0,67,43,12,30
2020-06-09,Greiz,625,626,1,164,107,23,46
2020-06-09,Hildburghausen,56,56,0,14,2,3,1
2020-06-09,Ilm-Kreis,136,136,0,16,11,6,6
2020-06-09,Kyffhäuserkreis,45,45,0,4,4,1,0
2020-06-09,Nordhausen,64,64,0,21,18,10,2
2020-06-09,Saale-Holzland-Kreis,72,72,0,17,5,1,3
2020-06-09,Saale-Orla-Kreis,149,149,0,35,29,2,12
2020-06-09,Saalfeld-Rudolstadt,71,71,0,13,7,0,0
2020-06-09,Schmalkalden-Meiningen,139,141,2,27,7,2,3
2020-06-09,Sömmerda,37,37,0,4,4,1,1
2020-06-09,Sonneberg,258,268,10,45,23,4,17
2020-06-09,Unstrut-Hainich-Kreis,85,85,0,25,20,4,3
2020-06-09,Wartburgkreis,76,76,1,10,8,3,2
2020-06-09,Weimarer Land,74,74,0,12,10,0,4
2020-06-09,Eisenach,29,29,0,14,11,2,2
2020-06-09,Erfurt,138,138,0,19,10,1,2
2020-06-09,Gera,252,253,1,55,19,1,19
2020-06-09,Jena,160,160,0,17,11,5,3
2020-06-09,Suhl,19,19,0,6,4,2,2
2020-06-09,Weimar,68,68,0,11,8,1,0
2020-06-09,Summe:,3087,3102,15,645,397,96,170
